timestamp_ns,work,latency_us,cpu_idle_percent
24186891210493,ETH,-53108846.007,0.00
24246858199587,BNB,-53141895.173,99.70
24246858243532,SOL,-53141826.210,0.00
24246858200161,LTC,-53141885.544,0.00
24246891862456,XRP,-53108218.378,76.92
24246891872845,ADA,-53108196.434,0.00
24246891993494,ETH,-53108062.747,0.00
24246891876697,DOGE,-53108188.156,0.00
24246892250941,BTC,-53107811.227,0.00
24306858226533,BNB,-53141874.782,99.57
24306858493869,LTC,-53141586.873,0.00
24306891431583,ADA,-53108648.455,76.92
24306891487213,DOGE,-53108581.417,0.00
24306891565158,SOL,-53108494.046,0.00
24306891673956,ETH,-53108383.341,0.00
24306891815716,XRP,-53108246.396,0.00
24306891925328,BTC,-53108141.784,0.00
24366891732285,BNB,-53108364.679,99.51
24366891747693,ADA,-53108318.067,0.00
24366891766119,XRP,-53108328.919,0.00
24366891983750,DOGE,-53108086.102,0.00
24366892018251,LTC,-53108052.546,0.00
24366892046362,SOL,-53108043.620,0.00
24366892048732,BTC,-53108022.713,0.00
24366892134659,ETH,-53107921.879,0.00
24426890679056,ADA,-53109410.241,99.42
24426890699686,DOGE,-53109363.777,0.00
24426890814502,ETH,-53109247.276,0.00
24426890827502,XRP,-53109225.758,0.00
24426890939262,BNB,-53109126.405,0.00
24426890820169,BTC,-53109236.276,0.00
24426891115690,LTC,-53108941.903,0.00
24426891313895,SOL,-53108741.068,0.00
24486891463502,ETH,-53108637.258,99.19
24486891802301,BNB,-53108260.959,0.00
24486891823209,XRP,-53108240.199,0.00
24486891870172,BTC,-53108343.071,0.00
24486891880265,LTC,-53108187.977,0.00
24486891613799,DOGE,-53108538.165,0.00
24486891581114,SOL,-53108480.887,0.00
24486891466057,ADA,-53108605.258,0.00
24546858206544,DOGE,-53141878.383,99.62
24546858206988,ADA,-53141893.198,0.00
24546859229646,XRP,-53140842.800,0.00
24546891605409,BNB,-53108461.832,76.92
24546891689002,LTC,-53108381.739,0.00
24546891870467,ETH,-53108193.034,0.00
24546891970116,BTC,-53108085.477,0.00
24546891875652,SOL,-53108184.052,0.00
24606891596636,LTC,-53108497.125,99.59
24606891642007,SOL,-53108433.216,0.00
24606891767435,BNB,-53108298.047,0.00
24606891859492,ADA,-53108198.953,0.00
24606891861288,DOGE,-53108203.861,0.00
24606891882863,XRP,-53108180.231,0.00
24606891933345,BTC,-53108257.121,0.00
24606892069255,ETH,-53108004.098,0.00
24666892758997,DOGE,-53107328.449,99.61
24666892887758,ETH,-53107170.187,0.00
24666892945111,ADA,-53107117.501,0.00
24666892759627,SOL,-53107337.560,0.00
24666893139374,BNB,-53106921.016,0.00
24666893150892,LTC,-53106911.405,0.00
24666893162281,BTC,-53106901.831,0.00
24666893023446,XRP,-53107288.615,0.00
24726892379719,BNB,-53107710.968,99.64
24726892380515,SOL,-53107700.968,0.00
24726892498813,BTC,-53107560.040,0.00
24726892589481,ETH,-53107467.853,0.00
24726892698650,ADA,-53107362.851,0.00
24726892792595,XRP,-53107262.202,0.00
24726892594666,LTC,-53107717.690,0.00
24726892480239,DOGE,-53107579.151,0.00
24786858254701,ADA,-53141847.486,99.64
24786860232192,DOGE,-53139849.365,100.00
24786860265730,LTC,-53139802.771,0.00
24786891996022,XRP,-53108069.183,75.00
24786892178580,ETH,-53107888.088,0.00
24786892240025,BTC,-53107825.827,0.00
24786892244803,BNB,-53107815.790,0.00
24786892348490,SOL,-53108104.980,0.00
24846890912967,ADA,-53109177.182,99.67
24846890928375,LTC,-53109136.960,0.00
24846891024506,BTC,-53109034.254,0.00
24846890921893,DOGE,-53109147.849,0.00
24846891130878,BNB,-53108922.882,0.00
24846891141396,XRP,-53108922.882,0.00
24846891170823,SOL,-53108889.475,0.00
24846891213953,ETH,-53108837.826,0.00
24906858180130,ADA,-53141916.556,99.45
24906858215631,DOGE,-53141854.981,0.00
24906858579098,BTC,-53141491.551,0.00
24906858895362,XRP,-53141170.861,0.00
24906859152680,BNB,-53140910.487,0.00
24906892782780,ETH,-53107279.702,71.43
24906892932393,LTC,-53107139.367,0.00
24906893016468,SOL,-53107040.903,0.00
24966892802174,ADA,-53107303.828,99.21
24966892906823,DOGE,-53107154.214,0.00
24966892802322,BNB,-53107282.531,0.00
24966892942268,LTC,-53107215.345,0.00
24966892945009,BTC,-53107113.010,0.00
24966893031788,ETH,-53107025.268,0.00
24966893081344,XRP,-53106975.508,0.00
24966893256643,SOL,-53106814.525,0.00
25026891619066,LTC,-53108469.083,99.70
25026891660381,ADA,-53108401.897,0.00
25026891907496,SOL,-53108145.190,0.00
25026892047349,XRP,-53108020.633,0.00
25026892195314,BTC,-53107858.168,0.00
25026892244204,ETH,-53107816.760,0.00
25026892337186,BNB,-53107714.055,0.00
25026892424817,DOGE,-53107624.850,0.00
25086858265577,DOGE,-53141814.276,0.00
25086858415375,LTC,-53141655.107,0.00
25086858265392,XRP,-53141824.017,99.70
25086858266781,ADA,-53141826.554,0.00
25086892774075,BNB,-53107295.259,71.43
25086892878113,SOL,-53107179.295,0.00
25086892777297,BTC,-53107289.500,0.00
25086892972818,ETH,-53107082.368,0.00
25146858540460,LTC,-53141565.097,99.70
25146858944335,XRP,-53141129.832,0.00
25146891153925,SOL,-53108908.594,76.92
25146891239685,BTC,-53108818.075,0.00
25146891154351,ADA,-53108915.891,0.00
25146891241889,DOGE,-53108808.797,0.00
25146891357946,ETH,-53108691.925,0.00
25146891470614,BNB,-53108584.498,0.00
25206891316842,ADA,-53108804.567,99.69
25206891396972,DOGE,-53108654.862,0.00
25206891404157,BNB,-53108656.473,0.00
25206891317193,LTC,-53108746.141,0.00
25206891451806,SOL,-53108625.213,0.00
25206891504140,XRP,-53108546.638,0.00
25206891518474,BTC,-53108533.601,0.00
25206891596567,ETH,-53108453.119,0.00
25266858218260,LTC,-53141875.389,99.70
25266858782285,ADA,-53141659.590,0.00
25266893029567,BNB,-53107045.304,73.33
25266893157605,BTC,-53106900.303,0.00
25266893225254,XRP,-53106975.822,0.00
25266893357145,DOGE,-53106703.541,0.00
25266893473794,ETH,-53106587.521,0.00
25266893511406,SOL,-53106549.169,0.00
25326892795155,LTC,-53107307.365,99.68
25326892876174,BNB,-53107187.197,0.00
25326892930563,BTC,-53107261.642,0.00
25326892983249,ADA,-53107083.233,0.00
25326893068843,SOL,-53106989.343,0.00
25326893100899,DOGE,-53106974.898,0.00
25326893149418,XRP,-53106915.138,0.00
25326892882896,ETH,-53107187.956,0.00
25386892799387,BNB,-53107305.651,99.69
25386892833314,ADA,-53107238.150,0.00
25386892858444,ETH,-53107206.520,0.00
25386892845888,DOGE,-53107224.298,0.00
25386892996445,SOL,-53107059.278,0.00
25386892998593,LTC,-53107068.130,0.00
25386893054594,BTC,-53107108.112,0.00
25386893173799,XRP,-53106888.498,0.00
25446858202330,LTC,-53141887.208,99.57
25446858208460,SOL,-53141857.004,0.00
25446858203089,ADA,-53141891.671,0.00
25446861619163,DOGE,-53138515.542,0.00
25446893599623,ETH,-53106469.526,71.43
25446893784755,XRP,-53106279.375,0.00
25446893855404,BNB,-53106209.578,0.00
25446893941016,BTC,-53106114.781,0.00
25506893462566,BNB,-53106612.565,99.67
25506893463955,ADA,-53106629.898,0.00
25506893869292,SOL,-53106287.969,0.00
25506893610234,ETH,-53106472.859,0.00
25506893464066,XRP,-53106621.491,0.00
25506893745884,DOGE,-53106324.191,0.00
25506893869885,LTC,-53106189.819,0.00
25506893721383,BTC,-53106340.895,0.00
25566858204255,BNB,-53141872.301,99.28
25566858208774,XRP,-53141857.116,0.00
25566858218348,LTC,-53141850.060,0.00
25566858204940,ADA,-53141890.320,0.00
25566858494814,DOGE,-53141565.076,0.00
25566893926134,BTC,-53106153.274,78.57
25566894074469,SOL,-53105995.161,0.00
25566894109525,ETH,-53105957.142,0.00
25626893211788,BTC,-53106866.009,99.66
25626893222751,DOGE,-53106883.417,0.00
25626893288455,BNB,-53106779.157,0.00
25626893517180,SOL,-53106546.228,0.00
25626893563662,XRP,-53106495.283,0.00
25626893571217,LTC,-53106485.931,0.00
25626893624070,ADA,-53106540.432,0.00
25626893630829,ETH,-53106539.117,0.00
25686858214201,BNB,-53141882.189,99.68
25686858218978,SOL,-53141852.874,0.00
25686858377017,ADA,-53141685.743,0.00
25686893809645,XRP,-53106281.152,76.92
25686893892886,BTC,-53106175.670,0.00
25686893910887,DOGE,-53106145.244,0.00
25686893896794,ETH,-53106174.022,0.00
25686894008758,LTC,-53106046.057,0.00
25746858553601,BTC,-53141531.011,99.79
25746858553861,ADA,-53141538.511,0.00
25746858861160,XRP,-53141202.100,0.00
25746858553972,LTC,-53141543.214,0.00
25746859111681,DOGE,-53140952.782,0.00
25746859067107,BNB,-53141007.264,0.00
25746894037430,SOL,-53106028.200,76.92
25746894052986,ETH,-53106019.682,0.00
25806893528761,LTC,-53106564.462,99.75
25806893568595,BNB,-53106503.294,0.00
25806893844913,DOGE,-53106218.032,0.00
25806893900228,SOL,-53106170.291,0.00
25806893944229,ETH,-53106119.216,0.00
25806894253361,XRP,-53105806.380,0.00
25806894309640,BTC,-53105755.139,0.00
25806894554679,ADA,-53105507.358,0.00
25866893519349,LTC,-53106575.856,99.70
25866893627850,XRP,-53106428.595,0.00
25866893670703,BTC,-53106388.094,0.00
25866893743722,SOL,-53106311.908,0.00
25866893761426,ETH,-53106295.279,0.00
25866893828278,DOGE,-53106225.537,0.00
25866893525849,ADA,-53106538.948,0.00
25866893526368,BNB,-53106548.003,0.00
25926893562210,LTC,-53106533.125,99.70
25926893562432,BNB,-53106540.199,0.00
25926893631507,XRP,-53106438.976,0.00
25926893642340,DOGE,-53106423.438,0.00
25926893707322,SOL,-53106350.289,0.00
25926893789879,ETH,-53106271.678,0.00
25926893872342,BTC,-53106183.973,0.00
25926893949306,ADA,-53106112.250,0.00
25986858279156,DOGE,-53141804.993,99.78
25986858372972,BTC,-53141695.251,0.00
25986858281693,XRP,-53141815.752,0.00
25986858280342,SOL,-53141797.789,0.00
25986892732131,ADA,-53107331.388,71.43
25986892740909,LTC,-53107320.962,0.00
25986892858429,BNB,-53107197.849,0.00
25986892967930,ETH,-53107095.497,0.00
26046893917944,ETH,-53106180.445,99.77
26046893938463,LTC,-53106191.020,0.00
26046894031279,BNB,-53106034.037,0.00
26046894052131,XRP,-53106008.870,0.00
26046894059520,SOL,-53106000.277,0.00
26046894085354,DOGE,-53105983.480,0.00
26046894166614,BTC,-53105890.720,0.00
26046894282504,ADA,-53105779.682,0.00
26106893869891,ADA,-53106233.018,99.52
26106893913206,XRP,-53106157.295,0.00
26106893942669,BTC,-53106126.813,0.00
26106893957929,BNB,-53106099.072,0.00
26106893870132,SOL,-53106227.851,0.00
26106894044430,DOGE,-53106015.145,0.00
26106894056930,LTC,-53106001.867,0.00
26106894270839,ETH,-53105791.772,100.00
26166893697974,BTC,-53106384.378,99.27
26166893698604,BNB,-53106388.712,0.00
26166893750216,DOGE,-53106307.618,0.00
26166893807475,LTC,-53106253.970,0.00
26166893902439,SOL,-53106150.820,0.00
26166893938606,XRP,-53106115.894,0.00
26166894062941,ADA,-53105991.115,0.00
26166894078034,ETH,-53105974.245,0.00
26226892957240,ETH,-53107117.206,99.72
26226892958425,ADA,-53107130.447,0.00
26226893088296,XRP,-53106963.686,0.00
26226893185464,SOL,-53106864.648,0.00
26226893281391,BTC,-53106768.461,0.00
26226893377373,LTC,-53106674.053,0.00
26226893483411,BNB,-53106576.200,0.00
26226893560616,DOGE,-53106501.959,0.00
26286894240155,DOGE,-53105845.364,99.70
26286894343249,BNB,-53105714.696,0.00
26286894356194,BTC,-53105701.807,0.00
26286894241359,XRP,-53105834.642,0.00
26286894566696,SOL,-53105488.379,0.00
26286894461750,ETH,-53105594.991,0.00
26286894471380,LTC,-53105585.565,0.00
26286894241322,ADA,-53105859.586,0.00
26346894095881,DOGE,-53106000.157,99.62
26346894110733,LTC,-53105964.157,0.00
26346894342068,SOL,-53105724.617,0.00
26346894353180,BNB,-53105708.895,0.00
26346894375087,ETH,-53105691.154,0.00
26346894468273,XRP,-53105589.338,0.00
26346894490162,ADA,-53105568.986,0.00
26346894606589,BTC,-53105865.786,0.00
26406894527250,ADA,-53105567.992,99.67
26406894599714,DOGE,-53105467.472,0.00
26406894629640,BNB,-53105428.527,0.00
26406894527843,XRP,-53105556.566,0.00
26406894880161,LTC,-53105185.173,0.00
26406894963699,SOL,-53105096.543,0.00
26406895056218,BTC,-53104999.875,100.00
26406895136775,ETH,-53104917.356,0.00
26466894571713,DOGE,-53105501.602,99.74
26466894660825,LTC,-53105396.194,0.00
26466894763289,BTC,-53105292.600,0.00
26466894571954,ADA,-53105522.028,0.00
26466894857475,BNB,-53105210.137,0.00
26466894916346,ETH,-53105140.265,0.00
26466895022273,SOL,-53105032.561,0.00
26466895060422,XRP,-53105000.634,0.00
26526894414804,LTC,-53105678.753,99.65
26526894626621,SOL,-53105439.250,0.00
26526894645787,DOGE,-53105428.454,0.00
26526894756566,BTC,-53105300.638,0.00
26526894843993,ADA,-53105225.378,0.00
26526894758733,XRP,-53105316.990,0.00
26526894955476,BNB,-53105103.025,0.00
26526894983717,ETH,-53105081.654,0.00
26586858425598,BTC,-53141650.885,99.76
26586858912658,SOL,-53141746.071,0.00
26586894886007,BNB,-53105181.031,66.67
26586895057138,ADA,-53105005.011,100.00
26586895147509,XRP,-53104919.565,0.00
26586895349474,LTC,-53104714.952,0.00
26586895602866,ETH,-53104461.376,0.00
26586895688496,DOGE,-53104374.375,0.00
26646858253907,XRP,-53141840.649,99.73
26646858299778,SOL,-53141770.371,100.00
26646858355927,ETH,-53141710.518,0.00
26646858572262,ADA,-53141498.054,0.00
26646895225562,BTC,-53104842.457,76.92
26646895358637,LTC,-53104699.382,0.00
26646895391545,BNB,-53104900.605,0.00
26646895416823,DOGE,-53104787.919,0.00
26706858170443,ADA,-53141923.873,99.75
26706858216573,DOGE,-53141850.057,0.00
26706894819752,BNB,-53105243.489,73.33
26706894949105,ETH,-53105106.970,0.00
26706894983513,XRP,-53105082.710,0.00
26706895031494,LTC,-53105186.341,0.00
26706895084365,SOL,-53104973.876,0.00
26706895229385,BTC,-53105166.396,0.00
26766858181182,ADA,-53141918.541,99.40
26766858183330,LTC,-53141880.855,0.00
26766858181701,XRP,-53141897.652,0.00
26766858524944,ETH,-53141542.705,0.00
26766858686186,BNB,-53141378.277,0.00
26766895472393,DOGE,-53104597.126,73.33
26766895492615,SOL,-53104574.867,0.00
26766895590986,BTC,-53104541.626,0.00
26826858181099,DOGE,-53141892.216,99.70
26826858320822,SOL,-53141748.900,0.00
26826858437490,BNB,-53141621.177,0.00
26826858181451,XRP,-53141904.698,0.00
26826858182395,LTC,-53141909.716,0.00
26826893653098,BTC,-53106406.754,71.43
26826893724358,ETH,-53106324.512,0.00
26826893653821,ADA,-53106401.883,0.00
26886858183144,XRP,-53141906.597,99.70
26886858379979,LTC,-53141699.225,0.00
26886858468073,BNB,-53141601.354,0.00
26886858590648,ADA,-53141474.186,0.00
26886858946002,BTC,-53141117.609,0.00
26886895120902,ETH,-53104941.562,76.92
26886895225236,DOGE,-53104831.524,100.00
26886895262792,SOL,-53104803.635,0.00
26946893687329,DOGE,-53106407.413,99.63
26946893694069,BTC,-53106367.431,0.00
26946893777033,LTC,-53106273.412,0.00
26946893687569,ADA,-53106381.153,0.00
26946893838478,BNB,-53106223.300,0.00
26946893874867,ETH,-53106174.207,0.00
26946893932275,XRP,-53106118.596,0.00
26946893934942,SOL,-53106121.651,0.00
27006895469444,BNB,-53104625.890,99.55
27006895490833,BTC,-53104578.779,0.00
27006895561019,ETH,-53104495.167,0.00
27006895671168,SOL,-53104384.425,0.00
27006895470370,XRP,-53104599.705,0.00
27006895793502,ADA,-53104261.943,0.00
27006895896947,LTC,-53104157.331,0.00
27006895982652,DOGE,-53104070.589,0.00
27066858219896,ADA,-53141878.772,99.67
27066858333415,LTC,-53141725.734,0.00
27066858363841,BNB,-53141703.733,0.00
27066859125422,XRP,-53140940.838,0.00
27066895297261,BTC,-53104770.647,73.33
27066895344076,SOL,-53104716.257,0.00
27066895444929,ETH,-53104610.460,0.00
27066895465781,DOGE,-53104592.331,0.00
27126858211601,BNB,-53141876.418,99.69
27126858298417,BTC,-53141771.899,0.00
27126895531047,ADA,-53104534.824,73.33
27126895566917,XRP,-53104503.028,0.00
27126895576103,SOL,-53104489.305,0.00
27126895671955,LTC,-53104385.119,0.00
27126895786197,ETH,-53104270.229,0.00
27126895915920,DOGE,-53104146.080,0.00
27186893398783,BTC,-53106677.125,99.75
27186893441561,ADA,-53106623.069,0.00
27186893465746,DOGE,-53106595.810,0.00
27186893578081,ETH,-53106483.642,0.00
27186893679452,XRP,-53106371.308,0.00
27186893724971,BNB,-53106331.641,0.00
27186893773545,LTC,-53106275.955,0.00
27186894009177,SOL,-53106046.212,0.00
27246858163195,BNB,-53141911.694,99.78
27246858229974,DOGE,-53141838.453,0.00
27246858466680,XRP,-53141597.488,0.00
27246859047962,BTC,-53141013.890,100.00
27246895967096,LTC,-53104102.664,76.92
27246895991096,SOL,-53104086.090,0.00
27246896164468,ADA,-53103897.014,33.33
27246896169264,ETH,-53103898.440,0.00
27306858152842,ADA,-53141923.825,99.75
27306858482826,LTC,-53141617.341,0.00
27306895747818,SOL,-53104326.979,73.33
27306895752188,BNB,-53104316.183,0.00
27306895834541,ETH,-53104221.404,0.00
27306895987949,BTC,-53104069.736,0.00
27306896097395,DOGE,-53103957.735,0.00
27306896102506,XRP,-53104024.143,0.00
27366858173101,BNB,-53141908.030,99.38
27366858299250,ADA,-53141759.510,0.00
27366858180212,DOGE,-53141891.807,0.00
27366858412307,BTC,-53141661.120,0.00
27366858454381,SOL,-53141609.434,0.00
27366859193036,LTC,-53140870.020,0.00
27366859443056,XRP,-53140619.944,0.00
27366896282805,ETH,-53103782.991,73.33
27426896040931,LTC,-53104040.829,99.77
27426896104265,BNB,-53103967.866,0.00
27426896127654,ETH,-53103935.477,0.00
27426896150172,XRP,-53103906.902,0.00
27426896236951,DOGE,-53103819.809,0.00
27426896243044,BTC,-53103811.938,0.00
27426896134302,ADA,-53103924.050,0.00
27426896041283,SOL,-53104056.533,0.00
27486858228042,ADA,-53141874.977,99.81
27486858280283,SOL,-53141790.810,0.00
27486858327525,XRP,-53141744.013,0.00
27486858423303,BNB,-53141634.031,0.00
27486858464396,LTC,-53141594.827,0.00
27486858510137,ETH,-53141557.826,0.00
27486858560508,BTC,-53141495.196,0.00
27486894277436,DOGE,-53105786.249,73.33
27546896068733,SOL,-53104024.193,99.77
27546896145345,BNB,-53103928.655,0.00
27546896253180,BTC,-53103802.673,0.00
27546896149049,ADA,-53103911.803,0.00
27546896366625,ETH,-53103687.690,0.00
27546896412403,XRP,-53104048.842,0.00
27546896481052,DOGE,-53103581.782,0.00
27546896531775,LTC,-53103531.893,0.00
27606858165804,LTC,-53141928.993,99.72
27606858453233,SOL,-53141611.712,0.00
27606858180879,DOGE,-53141888.307,0.00
27606858165878,ADA,-53141923.585,0.00
27606858742143,XRP,-53141469.878,0.00
27606858853088,BTC,-53141624.934,0.00
27606896475000,BNB,-53103591.205,73.33
27606896491166,ETH,-53103576.816,0.00
27666858195416,ADA,-53141902.029,99.53
27666896158943,DOGE,-53103933.984,68.75
27666896218629,ETH,-53103854.965,0.00
27666896327222,SOL,-53103737.612,0.00
27666896342759,LTC,-53103720.667,0.00
27666896431742,BTC,-53103631.611,0.00
27666896518187,XRP,-53103543.721,0.00
27666896448649,BNB,-53103608.129,0.00
27726896166247,ETH,-53103926.569,99.70
27726896166858,LTC,-53103929.402,0.00
27726896312322,XRP,-53103746.826,0.00
27726896354156,BTC,-53103824.290,0.00
27726896396786,DOGE,-53103729.734,0.00
27726896518843,SOL,-53103548.214,0.00
27726896613121,BNB,-53103443.435,0.00
27726896685974,ADA,-53103368.619,0.00
27786858190381,BNB,-53141889.398,99.64
27786858266604,DOGE,-53141799.101,0.00
27786858305215,ADA,-53141752.434,0.00
27786858190677,LTC,-53141906.676,0.00
27786858537865,SOL,-53141520.487,0.00
27786858565921,BTC,-53141496.394,0.00
27786858781905,XRP,-53141285.429,0.00
27786896651285,ETH,-53103398.994,73.33
27846896325365,LTC,-53103776.321,99.68
27846896359773,ADA,-53103711.895,0.00
27846896387329,BTC,-53103681.487,0.00
27846896471440,ETH,-53103588.671,0.00
27846896567460,DOGE,-53103489.004,0.00
27846896677942,SOL,-53103386.318,0.00
27846896789369,XRP,-53103275.113,0.00
27846896876703,BNB,-53103183.353,0.00
27906896420805,LTC,-53103683.881,99.70
27906896442694,BNB,-53103628.047,0.00
27906896717067,DOGE,-53103351.026,0.00
27906896720622,BTC,-53103345.989,0.00
27906896818568,XRP,-53103237.951,0.00
27906896934421,SOL,-53103128.617,100.00
27906897159978,ADA,-53102901.948,0.00
27906897309776,ETH,-53102749.836,0.00
27966896592667,DOGE,-53103507.593,99.30
27966896610926,XRP,-53103462.056,0.00
27966896612149,ADA,-53103451.778,0.00
27966896725946,ETH,-53103330.295,0.00
27966896804891,BTC,-53103258.832,0.00
27966897032208,LTC,-53103030.107,0.00
27966897068375,BNB,-53102994.237,0.00
27966897192969,SOL,-53102870.069,0.00
28026896771368,SOL,-53103335.355,99.62
28026896824072,BNB,-53103245.299,0.00
28026896771886,LTC,-53103304.948,0.00
28026897079482,BTC,-53103024.389,0.00
28026896868202,ADA,-53103201.891,0.00
28026896919129,XRP,-53103140.446,0.00
28026897133760,DOGE,-53103107.057,0.00
28026897167575,ETH,-53103076.501,0.00
28086858188595,LTC,-53141904.072,99.72
28086858188966,BNB,-53141912.072,0.00
28086858307707,SOL,-53141762.775,0.00
28086858423264,DOGE,-53141639.866,0.00
28086858480931,ETH,-53141583.643,0.00
28086858599618,ADA,-53141456.661,0.00
28086897174100,BTC,-53102890.974,73.33
28086897185601,XRP,-53102878.530,0.00
28146858170151,ADA,-53141920.294,99.71
28146858407875,XRP,-53141664.366,0.00
28146858516524,DOGE,-53141561.773,0.00
28146858691674,BNB,-53141382.512,0.00
28146858815009,SOL,-53141247.640,0.00
28146860069724,LTC,-53141221.066,0.00
28146897854089,ETH,-53102209.097,75.00
28146897878423,BTC,-53102186.856,0.00
28206858198973,BNB,-53141895.398,99.65
28206858308048,BTC,-53141757.211,0.00
28206858496143,ADA,-53141563.395,0.00
28206858568273,DOGE,-53141504.468,0.00
28206858618311,LTC,-53141438.949,0.00
28206858199288,XRP,-53141894.361,0.00
28206858783645,SOL,-53141278.226,0.00
28206897531779,ETH,-53102526.314,75.00
28266858235346,ADA,-53141860.544,99.56
28266858239661,SOL,-53141829.210,0.00
28266858235494,DOGE,-53141851.025,0.00
28266860074011,BNB,-53140028.027,100.00
28266860150400,LTC,-53139952.267,0.00
28266860231771,ETH,-53139825.766,0.00
28266901357261,XRP,-53098713.370,75.00
28266901458002,BTC,-53098657.888,0.00
28326858301043,SOL,-53141791.032,99.64
28326858508119,ETH,-53141578.900,0.00
28326858697862,XRP,-53141365.046,0.00
28326858739195,DOGE,-53141331.361,0.00
28326858842733,BNB,-53141214.897,0.00
28326859010661,ADA,-53141051.155,0.00
28326859034865,LTC,-53141368.602,0.00
28326896495376,BTC,-53103569.087,73.33
28386858178977,BNB,-53141915.154,99.68
28386858291441,DOGE,-53141764.856,0.00
28386858195551,LTC,-53141868.765,0.00
28386858454016,ADA,-53141603.836,0.00
28386858180254,XRP,-53141893.320,0.00
28386858528665,BTC,-53141563.021,0.00
28386858619407,SOL,-53141532.576,0.00
28386897875639,ETH,-53102184.732,75.00
28446858244310,SOL,-53141850.376,99.67
28446858771500,ETH,-53141316.204,0.00
28446859028206,BNB,-53141041.257,0.00
28446859285264,LTC,-53140780.866,0.00
28446859299635,XRP,-53140770.125,0.00
28446898546756,ADA,-53101518.671,70.59
28446898584997,BTC,-53101479.633,0.00
28446898641627,DOGE,-53101422.874,0.00
28506895662943,LTC,-53104428.854,99.57
28506895769074,ADA,-53104281.667,0.00
28506895671184,BNB,-53104393.983,0.00
28506895916890,XRP,-53104134.110,100.00
28506895987798,DOGE,-53104061.480,0.00
28506895920779,SOL,-53104141.814,0.00
28506896047280,ETH,-53104020.831,0.00
28506896153763,BTC,-53104040.035,0.00
28566858360220,LTC,-53141727.540,99.47
28566858360683,BNB,-53141735.651,0.00
28566858643686,ADA,-53141417.111,0.00
28566858771428,XRP,-53141288.369,0.00
28566858810150,SOL,-53141256.851,0.00
28566898008475,DOGE,-53102079.859,73.33
28566898016994,BTC,-53102049.396,0.00
28566898106254,ETH,-53101959.802,0.00
28626897498733,LTC,-53102576.397,99.22
28626897499918,ADA,-53102583.193,0.00
28626897606549,BTC,-53102450.340,0.00
28626897627346,DOGE,-53102438.785,0.00
28626897803199,XRP,-53102524.934,0.00
28626897832144,SOL,-53102233.598,0.00
28626897691605,ETH,-53102372.895,0.00
28626897499511,BNB,-53102611.990,0.00
28686858243249,BNB,-53141860.177,99.64
28686858260471,SOL,-53141814.844,0.00
28686858552360,ETH,-53141520.621,0.00
28686858628934,DOGE,-53141438.047,0.00
28686858654601,ADA,-53141409.917,0.00
28686858729360,XRP,-53141330.658,0.00
28686858773453,LTC,-53141284.325,0.00
28686858932638,BTC,-53141133.565,0.00
28746858213264,XRP,-53141882.422,99.60
28746858300727,LTC,-53141756.569,0.00
28746858213764,ADA,-53141880.459,0.00
28746858509764,BNB,-53141554.162,0.00
28746858229134,DOGE,-53141839.940,0.00
28746899268482,BTC,-53100804.462,75.00
28746899269205,ETH,-53100799.629,0.00
28746899365686,SOL,-53100690.110,0.00
28806897875732,DOGE,-53102223.120,99.56
28806897949381,ADA,-53102120.527,0.00
28806897987529,BNB,-53102069.953,0.00
28806898070325,LTC,-53101992.175,0.00
28806897878751,SOL,-53102190.564,0.00
28806898291641,BTC,-53101769.748,0.00
28806898311011,ETH,-53101746.711,0.00
28806898494438,XRP,-53101573.137,0.00
28866858349944,BNB,-53141747.908,99.52
28866859007446,ADA,-53141064.517,0.00
28866895577482,XRP,-53104498.537,78.57
28866895588278,LTC,-53104476.981,0.00
28866895705668,BTC,-53104349.166,0.00
28866895813742,SOL,-53104239.203,0.00
28866895888890,DOGE,-53104170.554,0.00
28866895974779,ETH,-53104078.258,0.00
28926897879700,XRP,-53102217.467,99.51
28926898111368,BNB,-53101960.540,0.00
28926898112831,LTC,-53101970.688,0.00
28926898213387,ADA,-53101852.465,0.00
28926898233572,ETH,-53101825.947,0.00
28926898501499,BTC,-53101564.742,0.00
28926898645666,DOGE,-53101414.168,0.00
28926898651870,SOL,-53101411.168,0.00
28986858950208,LTC,-53141144.256,99.52
28986898373145,DOGE,-53101714.874,73.33
28986898383997,BNB,-53101692.392,0.00
28986898925573,SOL,-53101331.761,0.00
28986898959666,XRP,-53101096.464,0.00
28986898811073,BTC,-53101523.743,100.00
28986898841943,ADA,-53101423.909,0.00
28986898882907,ETH,-53101182.538,0.00
29046898769490,DOGE,-53101327.362,99.46
29046898884453,ADA,-53101174.769,0.00
29046898953454,BNB,-53101120.510,0.00
29046899204029,XRP,-53100860.749,0.00
29046899266177,SOL,-53100800.508,0.00
29046899308900,ETH,-53100748.304,0.00
29046899412937,LTC,-53100642.452,0.00
29046899505197,BTC,-53100549.488,100.00
29106858279415,XRP,-53141808.660,99.34
29106858329285,BTC,-53141735.678,0.00
29106858370860,SOL,-53141686.622,0.00
29106858279526,BNB,-53141813.512,0.00
29106858502249,LTC,-53141560.158,0.00
29106858863418,ADA,-53141205.397,100.00
29106860143424,DOGE,-53139919.910,0.00
29106898148868,ETH,-53101900.336,73.33
29166898270155,LTC,-53101831.882,99.17
29166898417027,ETH,-53101651.566,0.00
29166898487786,BNB,-53101571.585,0.00
29166898417601,SOL,-53101647.177,0.00
