timestamp,symbol,moving_avg,volume_sum
2025-09-07 01:41:00,LTC,111.736,138.044
2025-09-07 01:41:00,ADA,0.817883,22652.8
2025-09-07 01:41:00,SOL,200.367,1336.45
2025-09-07 01:41:00,BNB,858.93,4.21067
2025-09-07 01:41:00,BTC,110169,3.9085
2025-09-07 01:41:00,DOGE,0.215508,2.09182e+06
2025-09-07 01:41:00,ETH,4275.41,164.594
2025-09-07 01:41:00,XRP,2.80526,68168.2
2025-09-07 01:42:00,LTC,111.72,284.89
2025-09-07 01:42:00,XRP,2.80523,71389.4
2025-09-07 01:42:00,BTC,110166,4.38116
2025-09-07 01:42:00,ADA,0.817835,24008.7
2025-09-07 01:42:00,SOL,200.338,1362.19
2025-09-07 01:42:00,DOGE,0.215458,1.80234e+06
2025-09-07 01:42:00,ETH,4275.08,178.896
2025-09-07 01:42:00,BNB,858.976,4.27245
2025-09-07 01:43:00,ADA,0.817761,25600.4
2025-09-07 01:43:00,BNB,859.008,4.4622
2025-09-07 01:43:00,SOL,200.305,1440.06
2025-09-07 01:43:00,DOGE,0.215416,1.89885e+06
2025-09-07 01:43:00,LTC,111.703,355.37
2025-09-07 01:43:00,ETH,4274.78,193.028
2025-09-07 01:43:00,XRP,2.80516,68403.9
2025-09-07 01:43:00,BTC,110146,16.1543
2025-09-07 01:44:00,ADA,0.817742,24727.7
2025-09-07 01:44:00,LTC,111.691,1388.67
2025-09-07 01:44:00,DOGE,0.215391,1.89834e+06
2025-09-07 01:44:00,ETH,4274.69,187.761
2025-09-07 01:44:00,XRP,2.80516,66799.3
2025-09-07 01:44:00,BTC,110144,16.2239
2025-09-07 01:44:00,SOL,200.284,1508.78
2025-09-07 01:44:00,BNB,859.089,4.5149
2025-09-07 01:45:00,XRP,2.80513,67849.6
2025-09-07 01:45:00,BNB,859.202,3.76315
2025-09-07 01:45:00,LTC,111.683,1368.54
2025-09-07 01:45:00,SOL,200.277,1558.35
2025-09-07 01:45:00,ADA,0.81773,25077.1
2025-09-07 01:45:00,BTC,110143,16.6916
2025-09-07 01:45:00,DOGE,0.215376,1.92631e+06
2025-09-07 01:45:00,ETH,4274.61,205.603
2025-09-07 01:46:00,XRP,2.80511,68757.4
2025-09-07 01:46:00,BNB,859.24,3.56726
2025-09-07 01:46:00,ETH,4274.4,230.835
